large	{'expression': 2}	
pik3r4	{'internalization': 1, 'regulated': 6, 'activated': 15, 're-expression': 1, 'degraded': 1, 'activates': 2, 'activating': 7, 'modulate': 1, 'member': 1, 'encoding': 1, 'production': 1, 'decreased': 3, 'include': 2, 'activities': 3, 'increased': 5, 'activation': 36, 'express': 1, 'degradation': 3, 'inhibition': 22, 'using': 4, 'association': 1, 'loss': 1, 'deficient': 2, 'phosphorylation': 9, 'release': 3, 'enhance': 1, 'reduced': 1, 'recruitment': 13, 'dysregulated': 3, 'down-regulate': 8, 'disrupting': 1, 'interacting': 2, 'recorded': 4, 'expressed': 13, 'inhibitors': 7, 'increase': 3, 'depletion': 1, 'mediated': 1, 'induced': 2, 'induction': 3, 'dysregulation': 5, 'interactions': 2, 'component': 1, 'cleavage': 3, 'formation': 3, 'interaction': 10, 'deregulation': 2, 'interacted': 1, 'diminished': 4, 'accumulation': 4, 'expression': 34, 'transactivation': 2, 'regulates': 2, 'modulates': 1, 'characterization': 1, 'downregulated': 2, 'decrease': 4, 'synthesized': 2, 'interact': 5, 'contains': 6, 'regulation': 18, 'secretion': 1, 'downregulate': 4, 'recruited': 1, 'colocalized': 2, 'controlled': 1, 'knockdown': 4, 'link': 2, 'promote': 2, 'inhibit': 1, 'deficiency': 1, 'promotes': 1, 'regulator': 5, 'binds': 23, 'stabilizer': 2, 'inhibitor': 21, 'guide': 1, 'control': 1, 'modulating': 5, 'binding': 19, 'associates': 2, 'interacts': 58, 'upregulation': 5, 'overexpressing': 1, 'inactivation': 2, 'cross-links': 1, 'regions': 3, 'complex': 6, 'role': 5, 'downregulation': 6, 'translocation': 10, 'hypophosphorylation': 1, 'product': 2, 'modulation': 1, 'suppression': 5, 'released': 2, 'displacing': 1, 'inhibited': 1, 'alleviate': 2}	
pkd1	{'regulates': 1, 'family': 16, 'recognize': 4, 'reduce': 1, 'produced': 1, 'deficiency': 1, 'rescue': 2, 'inactivation': 1, 'secreted': 2, 'expressed': 1, 'regulation': 1, 'deletion': 3, 'secretion': 3, 'induced': 25, 'affected': 1, 'increased': 3, 'complexed': 2, 'localization': 1, 'downregulated': 1, 'activation': 5, 'blockade': 1, 'inhibition': 6, 'detecting': 1, 'present': 2, 'interaction': 2, 'knockdown': 2, 'bind': 30, 'phosphorylated': 1, 'phosphorylation': 11, 'expression': 16, 'cleavage': 2, 'co-localized': 2, 'changes': 1, 'reduced': 2, 'restored': 1}	
rpl3l	{'down-regulation': 2, 'regulates': 1, 'recruits': 1, 'modulation': 2, 'transcription': 3, 'activation': 1, 'placing': 2, 'regulation': 1, 'phosphorylation': 9, 'degradation': 2, 'mediated': 1, 'recruitment': 1, 'inhibition': 1, 'associates': 1, 'effects': 3, 'expressing': 1, 'bind': 2, 'decreased': 2, 'expression': 2, 'alter': 2, 'modulates': 1}	
pkd1	{'regulates': 1, 'family': 16, 'recognize': 4, 'reduce': 1, 'produced': 1, 'deficiency': 1, 'rescue': 2, 'inactivation': 1, 'secreted': 2, 'expressed': 1, 'regulation': 1, 'deletion': 3, 'secretion': 3, 'induced': 25, 'affected': 1, 'increased': 3, 'complexed': 2, 'localization': 1, 'downregulated': 1, 'activation': 5, 'blockade': 1, 'inhibition': 6, 'detecting': 1, 'present': 2, 'interaction': 2, 'knockdown': 2, 'bind': 30, 'phosphorylated': 1, 'phosphorylation': 11, 'expression': 16, 'cleavage': 2, 'co-localized': 2, 'changes': 1, 'reduced': 2, 'restored': 1}	
sox17	{'induced': 2, 'binding': 6, 'bound': 1, 'produced': 5, 'downregulated': 1, 'expressions': 6, 'upregulated': 6, 'generates': 3, 'overexpressing': 2, 'immobilization': 2, 'transactivates': 2, 'positive': 3, 'interact': 2, 'regulation': 2, 'expressed': 11, 'up-regulated': 2, 'misexpression': 1, 'expressing': 6, 'decreased': 3, 'subunit': 2, 'recruited': 2, 'translocation': 2, 'synthesis': 5, 'enhanced': 4, 'overexpressed': 1, 'increased': 2, 'lacking': 1, 'activated': 1, 'decreasing': 2, 'effect': 2, 'induce': 1, 'knockdown': 4, 'overexpress': 1, 'inhibition': 1, 'effects': 1, 'boosting': 1, 'retaining': 1, 'detecting': 2, 'interaction': 2, 'necessary': 1, 'overexpression': 10, 'blockade': 1, 'required': 1, 'promoter': 1, 'inhibited': 1, 'increasing': 1, 'transcription': 4, 'distribution': 2, 'expression': 54, 'silence': 1}	
pkd1	{'regulates': 1, 'family': 16, 'recognize': 4, 'reduce': 1, 'produced': 1, 'deficiency': 1, 'rescue': 2, 'inactivation': 1, 'secreted': 2, 'expressed': 1, 'regulation': 1, 'deletion': 3, 'secretion': 3, 'induced': 25, 'affected': 1, 'increased': 3, 'complexed': 2, 'localization': 1, 'downregulated': 1, 'activation': 5, 'blockade': 1, 'inhibition': 6, 'detecting': 1, 'present': 2, 'interaction': 2, 'knockdown': 2, 'bind': 30, 'phosphorylated': 1, 'phosphorylation': 11, 'expression': 16, 'cleavage': 2, 'co-localized': 2, 'changes': 1, 'reduced': 2, 'restored': 1}	
ppl	{'associated': 9, 'resistance': 1, 'decrease': 1, 'upregulation': 1, 'expressed': 6, 'inhibitors': 1, 'increase': 1, 'reduction': 1, 'stable': 1, 'elevates': 1, 'secretion': 3, 'regulations': 2, 'increases': 4, 'levels': 2, 'effects': 2, 'affect': 2, 'interrogated': 1, 'phosphorylation': 2, 'inhibition': 1, 'activity': 2, 'enhance': 2, 'expression': 10}	
rpl6	{'requirement': 1, 'associated': 9, 'decreased': 1, 'down-regulating': 1, 'binding': 1, 'attenuates': 3, 'production': 2, 'decrease': 3, 'enhanced': 1, 'stabilization': 1, 'upregulated': 2, 'upregulation': 2, 'overexpressed': 4, 'defective': 2, 'application': 1, 'down-regulated': 5, 'transcription': 9, 'stimulated': 2, 'expressed': 15, 'arrangement': 2, 'up-regulated': 5, 'absence': 1, 'mediated': 2, 'role': 1, 'expressing': 4, 'depletion': 1, 'downregulation': 3, 'induced': 2, 'discovery': 4, 'translocalizes': 1, 'down-regulation': 4, 'assembly': 2, 'combination': 1, 'that': 3, 'deleted': 1, 'activation': 1, 'express': 1, 'degradation': 5, 'upregulating': 2, 'increases': 2, 'up-regulation': 1, 'loss': 2, 'over-expressed': 1, 'coexpressing': 2, 'produced': 2, 'interaction': 3, 'necessary': 1, 'overexpression': 2, 'over-expression': 4, 'knockdown': 1, 'deficient': 2, 'expression': 40, 'possessed': 1, 'identified': 8, 'binds': 1, 'regulating': 4, 'transfer': 1, 'found': 5, 'lacked': 1, 'regulation': 3, 'changes': 1, 'essential': 1}	
pkd1l1	{'ablation': 2, 'domain': 10, 'required': 1, 'associated': 5, 'modulates': 3, 'regulates': 2, 'localized': 2, 'contribute': 1, 'activated': 3, 'interactions': 2, 'incorporates': 1, 'deficiency': 2, 'associates': 3, 'regulated': 4, 'elevated': 6, 'enhanced': 1, 'localize': 1, 'regulate': 2, 'interacts': 7, 'modulate': 3, 'causes': 1, 'upregulation': 1, 'overexpressing': 1, 'activates': 1, 'mediates': 2, 'interacting': 1, 'inactivation': 1, 'interact': 11, 'localization': 1, 'coexpression': 4, 'reduction': 4, 'expressed': 8, 'inhibitors': 2, 'repression': 1, 'regulation': 5, 'complex': 14, 'mutation': 2, 'expressing': 3, 'secretion': 2, 'defining': 1, 'proximity': 2, 'serine': 4, 'overexpressed': 1, 'elevation': 2, 'complexed': 2, 'associate': 2, 'activation': 18, 'express': 5, 'co-expression': 1, 'degradation': 1, 'colocalize': 2, 'secreted': 2, 'inhibition': 2, 'effects': 2, 'assemble': 2, 'producing': 1, 'response': 1, 'present': 1, 'loss': 4, 'inhibit': 1, 'interaction': 5, 'overexpression': 1, 'progression': 1, 'reducing': 1, 'bind': 2, 'require': 3, 'traced': 11, 'phosphorylation': 5, 'binds': 10, 'translocation': 4, 'contain': 2, 'cleavage': 1, 'decrease': 2, 'inhibitor': 2, 'expression': 16, 'reduced': 2}	
plcb2	{'down-modulation': 1, 'internalization': 3, 'activate': 4, 'modulates': 2, 'activated': 4, 'dissociation': 1, 'recycled': 2, 'receptor': 2, 'enhanced': 2, 'regulate': 3, 'interacts': 2, 'blocked': 1, 'impact': 1, 'requirements': 1, 'ligand': 3, 'decrease': 1, 'mobilization': 1, 'down-regulated': 7, 'mapk': 1, 'depletion': 1, 'secreted': 1, 'up-regulated': 5, 'regulation': 5, 'production': 2, 'promoting': 1, 'expressing': 2, 'secretion': 2, 'affecting': 1, 'role': 1, 'heterodimer': 2, 'couple': 2, 'translocation': 6, 'synthesis': 1, 'affected': 1, 'increased': 2, 'interactions': 1, 'dependent': 2, 'binding': 5, 'activation': 10, 'knock-down': 2, 'knockdown': 2, 'effects': 2, 'enhance': 2, 'sequencing': 4, 'co-released': 1, 'inhibitory': 2, 'interaction': 2, 'over-expression': 2, 'overexpression': 1, 'bind': 3, 'required': 3, 'localization': 1, 'reduced': 3, 'internalized': 1, 'inhibited': 1, 'regulating': 1, 'transcription': 2, 'release': 5, 'involvement': 3, 'inhibitor': 3, 'expression': 29, 'called': 2}	
pkd1l1	{'ablation': 2, 'domain': 10, 'required': 1, 'associated': 5, 'modulates': 3, 'regulates': 2, 'localized': 2, 'contribute': 1, 'activated': 3, 'interactions': 2, 'incorporates': 1, 'deficiency': 2, 'associates': 3, 'regulated': 4, 'elevated': 6, 'enhanced': 1, 'localize': 1, 'regulate': 2, 'interacts': 7, 'modulate': 3, 'causes': 1, 'upregulation': 1, 'overexpressing': 1, 'activates': 1, 'mediates': 2, 'interacting': 1, 'inactivation': 1, 'interact': 11, 'localization': 1, 'coexpression': 4, 'reduction': 4, 'expressed': 8, 'inhibitors': 2, 'repression': 1, 'regulation': 5, 'complex': 14, 'mutation': 2, 'expressing': 3, 'secretion': 2, 'defining': 1, 'proximity': 2, 'serine': 4, 'overexpressed': 1, 'elevation': 2, 'complexed': 2, 'associate': 2, 'activation': 18, 'express': 5, 'co-expression': 1, 'degradation': 1, 'colocalize': 2, 'secreted': 2, 'inhibition': 2, 'effects': 2, 'assemble': 2, 'producing': 1, 'response': 1, 'present': 1, 'loss': 4, 'inhibit': 1, 'interaction': 5, 'overexpression': 1, 'progression': 1, 'reducing': 1, 'bind': 2, 'require': 3, 'traced': 11, 'phosphorylation': 5, 'binds': 10, 'translocation': 4, 'contain': 2, 'cleavage': 1, 'decrease': 2, 'inhibitor': 2, 'expression': 16, 'reduced': 2}	
pkd1l1	{'ablation': 2, 'domain': 10, 'required': 1, 'associated': 5, 'modulates': 3, 'regulates': 2, 'localized': 2, 'contribute': 1, 'activated': 3, 'interactions': 2, 'incorporates': 1, 'deficiency': 2, 'associates': 3, 'regulated': 4, 'elevated': 6, 'enhanced': 1, 'localize': 1, 'regulate': 2, 'interacts': 7, 'modulate': 3, 'causes': 1, 'upregulation': 1, 'overexpressing': 1, 'activates': 1, 'mediates': 2, 'interacting': 1, 'inactivation': 1, 'interact': 11, 'localization': 1, 'coexpression': 4, 'reduction': 4, 'expressed': 8, 'inhibitors': 2, 'repression': 1, 'regulation': 5, 'complex': 14, 'mutation': 2, 'expressing': 3, 'secretion': 2, 'defining': 1, 'proximity': 2, 'serine': 4, 'overexpressed': 1, 'elevation': 2, 'complexed': 2, 'associate': 2, 'activation': 18, 'express': 5, 'co-expression': 1, 'degradation': 1, 'colocalize': 2, 'secreted': 2, 'inhibition': 2, 'effects': 2, 'assemble': 2, 'producing': 1, 'response': 1, 'present': 1, 'loss': 4, 'inhibit': 1, 'interaction': 5, 'overexpression': 1, 'progression': 1, 'reducing': 1, 'bind': 2, 'require': 3, 'traced': 11, 'phosphorylation': 5, 'binds': 10, 'translocation': 4, 'contain': 2, 'cleavage': 1, 'decrease': 2, 'inhibitor': 2, 'expression': 16, 'reduced': 2}	
psme3	{'activated': 2, 'influencing': 1, 'down': 2, 'recruitment': 6, 'regulated': 1, 'downregulates': 1, 'interacts': 1, 'modulate': 1, 'impact': 1, 'interacted': 1, 'down-regulated': 4, 'transcription': 3, 'interact': 1, 'expressed': 4, 'targets': 4, 'increase': 1, 'up-regulated': 4, 'regulation': 12, 'complex': 2, 'role': 2, 'change': 1, 'expressing': 1, 'secretion': 1, 'transfected': 2, 'downregulate': 6, 'induction': 3, 'inhibited': 1, 'tyrosine': 1, 'down-regulation': 2, 'increased': 7, 'interactions': 2, 'binding': 2, 'activation': 2, 'effect': 1, 'degradation': 14, 'knockdown': 1, 'regulators': 4, 'levels': 1, 'formation': 2, 'up-regulation': 2, 'decreased': 1, 'conjunction': 7, 'association': 3, 'loss': 1, 'inhibit': 2, 'interaction': 4, 'target': 2, 'expression': 30, 'required': 4, 'phosphorylation': 1, 'essential': 1, 'mediated': 1, 'binds': 1, 'inhibition': 4, 'regulating': 5, 'changes': 1, 'reduced': 2, 'degrade': 1}	
plagl1	{'regulates': 2, 'stabilization': 1, 'destabilization': 1, 'inhibits': 1, 'depleted': 2, 're-expression': 1, 'associated': 10, 'amplified': 4, 'elevated': 1, 'interacts': 3, 'positive': 1, 'upregulation': 1, 'overexpressed': 2, 'detect': 1, 'transcription': 5, 'expressed': 1, 'depletion': 1, 'suppressed': 2, 'expressing': 5, 'induced': 3, 'induction': 4, 'associations': 2, 'down-regulation': 2, 'increased': 2, 'activation': 4, 'imprinted': 1, 'knockdown': 1, 'increases': 1, 'inhibition': 5, 'haploinsufficiency': 4, 'heparin-binding': 3, 'loss': 6, '-expressing': 2, 'overexpression': 3, 'lost': 1, 'accelerated': 18, 'inactivation': 2, 'hyperactivation': 1, 'coexpressing': 1, 'inhibitor': 8, 'expression': 31, 'silencing': 1}	
zbtb14	{'control': 1, 'domain': 1, 'activate': 2, 'associated': 1, 'produces': 1, 'knockout': 1, 'upstream': 2, 'activated': 2, 'bound': 4, 'represses': 3, 'produced': 1, 'production': 1, 'regulates': 2, 'coexpressed': 2, 'pairs': 3, '[variations': 1, 'interacts': 4, 'recognition': 2, 'overexpressing': 1, 'mediating': 1, 'containing': 3, 'fused': 1, 'interacting': 3, 'transcription': 11, 'interact': 5, 'localization': 2, 'sites': 2, 'expressed': 22, 'repress': 3, 'repression': 6, 'transactivated': 1, 'regulation': 11, 'critical': 1, 'affinity': 1, 'localized': 2, 'activator': 1, 'expresses': 1, 'has': 3, 'induction': 2, 'mutation': 1, 'transfection': 1, 'increased': 1, 'interactions': 4, 'binding': 21, 'activation': 4, 'effect': 3, 'variation': 1, 'site': 1, 'mimics': 1, 'knockdown': 6, 'regulators': 8, 'levels': 1, 'homologous': 26, 'effects': 1, 'competing': 1, 'down-regulation': 1, 'necessary': 1, 'cis-regulation': 1, 'loss': 5, 'inhibit': 3, 'interaction': 6, 'over-expressed': 3, 'over-expression': 2, 'overexpression': 3, 'characterize': 1, 'bind': 7, 'corepressor': 2, 'promoter': 5, 'binds': 20, 'unrelated': 4, 'transfected': 1, '18p11.21-pter': 1, 'found': 7, 'exhibits': 1, 'expression': 36, 'reduced': 1, 'repressor': 6}	
plxnd1	{'domain': 3, 'activate': 2, 'binding': 6, 'resistance': 2, 'produced': 2, 'regulates': 2, 'decrease': 1, 'controls': 2, 'enhanced': 1, 'upregulated': 1, 'interacts': 2, 'retention': 1, 'lacking': 2, 'defective': 2, 'inactivation': 4, 'associates': 2, 'interactions': 3, 'incubation': 1, 'expressed': 22, 'repress': 1, 'increase': 4, 'up-regulated': 7, 'absence': 2, 'role': 2, 'expressing': 4, 'regulating': 2, 'induced': 2, 'down-regulation': 1, 'transactivating': 1, 'controlled': 4, 'increased': 3, 'form': 1, 'secreted': 14, 'activated': 1, 'activation': 4, 'express': 1, 'knockdown': 6, 'inhibition': 6, 'up-regulation': 3, 'association': 2, 'abundance': 2, 'loss': 5, 'interaction': 12, 'overexpression': 1, 'deficient': 1, 'phosphorylation': 1, 'localization': 2, 'reduced': 2, 'regulator': 2, 'binds': 5, 'promotes': 1, 'replaced': 3, 'positive': 2, 'regulated': 2, 'distribution': 1, 'regulation': 2, 'expression': 33, 'tyrosine-phosphorylated': 2, 'effects': 2}	
sec61a1	{'composed': 3, 'requirement': 2, 'regulates': 2, 'associated': 3, 'modulates': 2, 'recognition': 1, 'down-regulating': 1, 'binding': 12, 'bound': 4, 'associates': 3, 'regulated': 8, 'defects': 2, 'insertion': 3, 'exclude': 2, 'inhibitors': 1, 'targeted': 3, 'availability': 1, 'secreted': 2, 'overexpressed': 3, 'targeting': 1, 'stimulates': 3, 'synthesized': 3, 'defect': 1, 'interact': 6, 'engagement': 1, 'expressed': 3, 'modulate': 2, 'increase': 1, 'defined': 1, 'complex': 8, 'role': 7, 'association': 3, 'secretion': 2, 'translocated': 1, 'cross-presentation': 1, 'translocation': 6, 'synthesis': 1, 'impact': 1, 'increased': 3, 'lacking': 1, 'interactions': 2, 'dependent': 2, 'directing': 2, 'mapped': 1, 'degradation': 2, 'released': 2, 'increases': 1, 'inhibition': 2, 'activate': 1, 'recognizes': 2, 'knock-down': 1, 'present': 4, 'interacting': 1, 'interaction': 11, 'overexpression': 1, 'roles': 1, 'crosslinked': 2, 'bind': 2, 'required': 2, 'phosphorylation': 1, 'associate': 1, 'silencing': 1, 'targets': 1, 'binds': 3, 'regulating': 1, 'involves': 2, 'inhibits': 1, 'activity': 2, 'involvement': 1, 'synthesised': 1, 'inhibitor': 1, 'expression': 8, 'reduced': 1, 'transport': 1}	
plxnd1	{'domain': 3, 'activate': 2, 'binding': 6, 'resistance': 2, 'produced': 2, 'regulates': 2, 'decrease': 1, 'controls': 2, 'enhanced': 1, 'upregulated': 1, 'interacts': 2, 'retention': 1, 'lacking': 2, 'defective': 2, 'inactivation': 4, 'associates': 2, 'interactions': 3, 'incubation': 1, 'expressed': 22, 'repress': 1, 'increase': 4, 'up-regulated': 7, 'absence': 2, 'role': 2, 'expressing': 4, 'regulating': 2, 'induced': 2, 'down-regulation': 1, 'transactivating': 1, 'controlled': 4, 'increased': 3, 'form': 1, 'secreted': 14, 'activated': 1, 'activation': 4, 'express': 1, 'knockdown': 6, 'inhibition': 6, 'up-regulation': 3, 'association': 2, 'abundance': 2, 'loss': 5, 'interaction': 12, 'overexpression': 1, 'deficient': 1, 'phosphorylation': 1, 'localization': 2, 'reduced': 2, 'regulator': 2, 'binds': 5, 'promotes': 1, 'replaced': 3, 'positive': 2, 'regulated': 2, 'distribution': 1, 'regulation': 2, 'expression': 33, 'tyrosine-phosphorylated': 2, 'effects': 2}	
tmcc1	{'enhances': 1, 'domain': 2, 'holds': 2, 'associated': 1, 'modulates': 1, 'introducing': 1, 'inducing': 3, 'oligomerization': 1, 'binding': 26, 'deficiency': 1, 'recruited': 1, 'inhibits': 2, 'expressed': 15, 'dimerization': 3, 'implicated': 2, 'localize': 3, 'activates': 2, 'interacts': 6, 'localized': 2, 'retention': 1, 'disassembles': 2, 'depend': 1, 'interacting': 8, 'interacted': 3, 'transfer': 3, 'interact': 3, 'associate': 3, 'distributed': 1, 'interactions': 22, 'depletion': 1, 'regulation': 4, 'complex': 6, 'role': 1, 'change': 1, 'expressing': 1, 'secretion': 4, 'release': 2, 'structures': 3, 'c-terminus': 2, 'translocation': 1, 'homo-oligomers': 1, 'dysregulation': 1, 'product': 3, 'n-domain': 1, 'assembly': 3, 'increased': 3, 'lacking': 2, 'localization': 7, 'dependent': 1, 'favored': 2, 'requires': 1, 'recruitment': 1, 'complexes': 2, 'levels': 5, 'affect': 1, 'association': 4, 'possess': 2, 'interaction': 20, 'necessary': 1, 'overexpression': 2, 'homodimerization': 2, 'bind': 14, 'phosphorylation-dependent': 2, 'identified': 1, 'phosphorylation': 1, 'binds': 7, 'connection': 2, 'associates': 2, 'present': 1, 'domains': 7, 'transcribed': 1, 'expression': 7, 'reduced': 4, 'characterized': 1}	
plxnd1	{'domain': 3, 'activate': 2, 'binding': 6, 'resistance': 2, 'produced': 2, 'regulates': 2, 'decrease': 1, 'controls': 2, 'enhanced': 1, 'upregulated': 1, 'interacts': 2, 'retention': 1, 'lacking': 2, 'defective': 2, 'inactivation': 4, 'associates': 2, 'interactions': 3, 'incubation': 1, 'expressed': 22, 'repress': 1, 'increase': 4, 'up-regulated': 7, 'absence': 2, 'role': 2, 'expressing': 4, 'regulating': 2, 'induced': 2, 'down-regulation': 1, 'transactivating': 1, 'controlled': 4, 'increased': 3, 'form': 1, 'secreted': 14, 'activated': 1, 'activation': 4, 'express': 1, 'knockdown': 6, 'inhibition': 6, 'up-regulation': 3, 'association': 2, 'abundance': 2, 'loss': 5, 'interaction': 12, 'overexpression': 1, 'deficient': 1, 'phosphorylation': 1, 'localization': 2, 'reduced': 2, 'regulator': 2, 'binds': 5, 'promotes': 1, 'replaced': 3, 'positive': 2, 'regulated': 2, 'distribution': 1, 'regulation': 2, 'expression': 33, 'tyrosine-phosphorylated': 2, 'effects': 2}	
podxl2	{'regulates': 2, 'associated': 3, '-expressing': 2, 'activated': 2, 'bound': 2, 'recognized': 4, 'decrease': 2, 'elevated': 2, 'begun': 1, 'dictate': 6, 'expressions': 8, 'upregulated': 3, 'recognition': 1, 'overexpressed': 2, 'ligand': 4, 'mobilization': 1, 'down-regulated': 2, 'positive': 7, 'interact': 1, 'negative': 8, 'expressed': 59, 'increase': 1, 'up-regulated': 1, 'regulation': 1, 'spread': 2, 'expressing': 13, 'a-knockdown': 1, 'downregulation': 2, 'induced': 2, 'excrete': 1, 'up-modulate': 6, 'synthesis': 1, 'increased': 4, 'interactions': 3, 'modulation': 1, 'binding': 3, 'activation': 2, 'express': 8, 'down-modulate': 4, 'co-expressed': 2, 'knockdown': 1, 'produce': 1, 'induce': 1, 'suppression': 2, 'recognizes': 3, 'detecting': 2, 'suppressed': 2, 'present': 5, 'interacting': 6, 'found': 2, 'absent': 1, 'interaction': 3, 'overexpression': 2, 'lost': 5, 'disrupted': 2, 'determining': 6, 'reduces': 1, 'colocalization': 2, 'phosphorylation': 3, 'coexpressed': 9, 'reduced': 2, 'binds': 3, 'excretion': 3, 'detected': 1, 'secrete': 4, 'bind': 2, 'release': 2, 'regulated': 1, 'distribution': 1, 'expression': 64, 'silencing': 1, 'comprise': 3, 'delete': 1}	
utp18	{'overexpressed': 1, 'increased': 1, 'overexpression': 1, 'localization': 1, 'down-regulated': 6, 'bind': 2, 'expression': 3, 'yield': 1, 'inhibitors': 1, 'knockdown': 1, 'increases': 2, 'inhibition': 1, 'localizes': 1, 'effects': 2, 'secretion': 1, 'role': 1, 'inhibitor': 2, 'associates': 2, 'inhibited': 3}	
prdm1	{'loss': 1, 'regulates': 1, 'associated': 1, 'increased': 2, 'overexpression': 2, 'localization': 2, 'transcription': 3, 'activation': 3, 'lacking': 2, 'copurifies': 2, 'degradation': 2, 'deficiency': 1, 'mediate': 1, 'production': 2, 'transcribed': 3, 'directs': 2, 'promotes': 1, 'dna-binding': 4, 'induced': 2, 'expression': 6, 'degradation-enhancing': 2}	
prickle1	{'regulate': 1, 'expression': 1, 'activation': 4, 'inhibitors': 2, 'attenuates': 1, 'recruitment': 1, 'increases': 2, 'production': 1, 'regulated': 2, 'inhibitor': 1, 'endocytosis': 2, 'induction': 1, 'change': 1, 'upregulation': 2}	
tyr	{'transactivation': 4, 'binding': 13, 'bound': 3, 'inhibits': 1, 'inhibiting': 2, 'targets': 1, 'overexpressed': 2, 'interleukin-2-inducible': 1, 'detect': 1, 'ova-induced': 1, 'inactivation': 1, 'expressed': 3, 'inhibitors': 11, 'increase': 1, 'complex': 4, 'role': 1, 'promoting': 1, 'induced': 3, 'tyrosine': 1, 'affected': 5, 'increased': 3, 'interactions': 2, 'dependent': 1, 'tyrosine-705': 1, 'inhibition': 2, 'mediated': 1, 'impaired': 1, 'homopiperazine': 1, 'interaction': 3, 'carried': 1, 'roles': 6, 'phosphorylated': 3, 'phosphorylation': 19, 'increasing': 1, 'domains': 3, 'inhibitor': 5, 'expression': 6, 'essential': 1}	
prkcsh	{'tagged': 6, 'activate': 1, 'perinuclear': 2, 'generation': 1, 'decreases': 1, 'activated': 7, 'resistance': 1, 'inactivating': 1, 'phosphorylates': 1, 'regulates': 1, 'releases': 2, 'dysregulated': 1, 're-expression': 2, 'degraded': 2, 'activates': 3, 'facilitates': 1, 'overexpressing': 1, 'excludes': 1, 'regulate': 2, 'mediates': 4, 'enhancing': 1, 'mobilization': 1, 'transcription': 2, 'interact': 1, 'complex': 1, 'expressed': 4, 'inhibitors': 7, 'increase': 4, 'regulation': 5, 'production': 4, 'role': 9, 'impairs': 1, 'affecting': 1, 'induced': 3, 'alter': 1, 'participation': 1, 'increased': 4, 'lacking': 1, 'interactions': 4, 'dependent': 3, 'binding': 2, 'activation': 20, 'encodes': 1, 'degradation': 3, 'knockdown': 1, 'inhibition': 9, 'induce': 1, 'co-localization': 3, 'affect': 1, 're-expressed': 1, '-deficient': 2, 'inhibit': 4, 'terminus': 3, 'retained': 1, 'overexpression': 1, 'bind': 2, 'require': 2, 'catalyzes': 1, 'phosphorylated': 1, 'phosphorylation': 19, 'regulator': 1, 'binds': 26, 'inhibited': 5, 'downregulating': 1, 'translocation': 2, 'decreasing': 1, 'release': 3, 'found': 2, 'abolished': 1, 'inhibitor': 7, 'expression': 13, 'ablation': 1, 'expressing': 2}	
smarca4	{'enhances': 2, 'modulating': 2, 'losses': 1, 'rs12190287': 3, 'presence': 6, 'declines': 4, 'binding': 5, 'down': 1, 'recruitment': 3, 'associates': 2, 'regulated': 1, 'expressed': 1, 'inhibiting': 1, 'interacts': 5, 'upregulation': 4, 'deadenylation': 1, 'affects': 4, 'targeting': 2, 'interacting': 1, 'interacted': 2, 'down-regulated': 4, 'transcription': 10, 'ini1expression': 2, 'crucial': 3, 'recognizing': 1, 'decreases': 2, 'favor': 1, 'regulation': 4, 'role': 1, 'deletion': 1, 'depletion': 1, 'downregulation': 4, 'subunit': 2, 'recruited': 7, 'down-regulation': 4, 'increased': 3, 'interactions': 5, 'silencing': 1, 'knockdown': 4, 'regulators': 2, 'inhibition': 1, 'suppression': 2, 'mediates': 3, 'reclassified': 12, 'loss': 12, 'interaction': 2, 'overexpression': 4, 'deficiency': 1, 'acetylation': 1, 'bind': 6, 'required': 2, 'phosphorylation': 6, 'essential': 2, 'carrying': 2, 'regulating': 4, 'inactivation': 8, 'transcripts': 1, 'transcribed': 1, 'expression': 56, 'called': 1, 'interactive': 2}	
ccdc151	{'control': 2, 'stability': 1, 'assembly': 1, 'sediments': 3, 'depletion': 1, 'hypothesized': 2, 'bind': 4, 'rebound': 2, 'required': 2, 'expressed': 2, 'produced': 2, 'extracted': 1, 'necessity': 1, 'failure': 1, 'associated': 1, 'interacts': 2, 'coimmunoprecipitates': 2, 'present': 1}	
fdx1l	{'reduction': 1, 'associated': 1, 'encodes': 2}	
